commit_id,cbo,wmc,rfc,changed_sloc
4340,5.4317,5.0033,7.1505,2045
4341,5.4317,5.0033,7.1507,56
4342,5.4311,5.003,7.1506,107
4343,5.4309,5.0027,7.1502,19
4344,5.2913,4.9713,7.092,13
4345,5.2751,4.9283,7.0282,14
4346,5.2912,4.9711,7.0917,14
4347,5.4308,5.0026,7.1499,211
4348,5.2916,4.9726,7.0938,74
4349,5.275,4.9281,7.0279,3
4350,5.275,4.9281,7.0279,7
4351,5.4308,5.0043,7.1525,8
4352,5.293,4.9768,7.1,15
4353,5.2768,4.9327,7.0342,159
4354,5.2768,4.9327,7.0342,19
4355,5.4308,5.0043,7.1525,103
4356,5.4312,5.0042,7.1525,205
4357,5.4313,5.004,7.1523,23
4358,5.293,4.9768,7.1,23
5096,7.8962,4.8322,8.7132,16
4359,5.4315,5.0047,7.1531,4
4360,5.4315,5.0048,7.1526,26
4361,5.4314,5.0048,7.1526,35
4362,5.4312,5.005,7.1528,451
4363,5.293,4.9768,7.0999,29
4364,5.2768,4.9327,7.0342,4
3487,1,5,2.25,354
3488,1,5,2.25,135
3489,1,5,2.25,133
2369,8.2159,11.6756,16.7394,2
2370,8.2158,11.6756,16.7394,45
2371,8.2158,11.6756,16.7393,150
2372,8.2188,11.6801,16.7434,40
2373,8.2188,11.68,16.743,162
2374,8.2188,11.68,16.7431,20
5095,7.8887,4.7174,8.5914,66
2375,8.219,11.6795,16.7435,204
2376,8.219,11.6795,16.7435,167
2377,8.219,11.6795,16.7435,11
2378,8.219,11.6794,16.7435,79
2379,8.2185,11.6786,16.7423,5
2380,8.2185,11.6786,16.7423,575
2381,8.2184,11.6785,16.7423,33
5094,7.8885,4.7174,8.5911,64
2382,8.2184,11.6783,16.7419,30
2383,8.2184,11.6783,16.7419,2
2384,8.2184,11.6783,16.7419,114
2385,8.218,11.6781,16.7418,64
2387,8.2167,11.6784,16.7432,82
2388,8.2167,11.6784,16.7432,64
5093,7.8887,4.7174,8.5914,6
2389,8.216,11.6756,16.7404,57
2390,8.2152,11.6756,16.7389,31
2391,8.2151,11.6755,16.7388,27
2392,8.2154,11.6759,16.7395,655
2393,8.2145,11.6758,16.7393,1
2394,8.2145,11.6757,16.7392,33
2395,8.2144,11.6754,16.7388,26
2396,8.2113,11.6734,16.7344,43
5092,7.889,4.7174,8.5909,6
2397,8.2112,11.6727,16.7337,34
2398,8.2097,11.672,16.7319,35
2399,8.2097,11.672,16.7319,35
2400,8.2096,11.6715,16.7316,138
2401,8.2096,11.6715,16.7316,68
2402,8.2096,11.6715,16.7316,41
2403,8.2096,11.6715,16.7315,29
5091,7.8962,4.8322,8.7132,27
2404,8.2096,11.6715,16.7315,5
2405,8.2096,11.6715,16.7315,29
2406,8.2096,11.6714,16.7314,992
2407,8.2096,11.6714,16.7314,3
2408,8.2096,11.6712,16.7311,311
2409,8.2095,11.6711,16.731,176
2410,8.2094,11.671,16.7309,65
2411,8.2094,11.671,16.7308,20
2412,8.2094,11.671,16.7308,22
2413,8.2103,11.6709,16.7306,63
2414,8.2095,11.6709,16.7308,35
2415,8.2095,11.6709,16.7308,127
2416,8.2095,11.6709,16.7308,3
2417,8.2095,11.6709,16.7307,124
2418,8.2094,11.6705,16.7305,20
2419,8.2094,11.6705,16.7305,8
2420,8.2092,11.6705,16.7304,4
2421,8.2095,11.67,16.7299,4
2422,8.2095,11.67,16.7299,203
2423,8.2096,11.6697,16.7302,201
2424,8.2096,11.6697,16.7302,36
2425,8.2097,11.6697,16.73,36
2426,8.2094,11.6702,16.73,221
2427,8.2096,11.6704,16.7299,8
2428,8.2091,11.6707,16.73,2
2429,8.2092,11.6708,16.7301,13
2430,8.2091,11.6708,16.73,163
2431,8.2091,11.6707,16.73,265
2432,8.2092,11.6707,16.73,88
2433,8.2095,11.6714,16.7317,403
2434,8.2094,11.6711,16.7314,7
4447,8.381,12.4368,17.7373,1
4448,8.381,12.4368,17.7373,1
4449,8.3997,12.3388,17.7122,407
4450,8.3997,12.3339,17.7072,15
4451,8.398,12.2961,17.6316,15
4452,8.398,12.1957,17.6135,291
4453,8.3937,12.1301,17.5272,85
4454,8.3632,12.1443,17.5041,20
4455,8.3632,12.1459,17.5025,192
4456,8.3356,12.0763,17.4017,54
4457,8.3356,12.0983,17.3983,29
4458,8.2432,11.8231,17.1276,4655
4459,8.2398,11.8095,17.0459,1
4460,8.2436,11.8211,17.046,1
4461,8.2085,11.7265,16.9607,7
3122,1.1946,5.9494,3.249,125
3123,1.1946,5.9494,3.249,24
3124,1.1946,5.9494,3.249,79
3125,1.1953,5.9609,3.2617,218
3126,1.1992,5.9609,3.2617,5
3127,1.1922,5.9686,3.2588,9
3128,1.1922,5.9804,3.2627,370
3129,1.185,5.9803,3.2559,365
3130,1.1858,5.9763,3.2451,87
3131,1.1897,5.9644,3.2451,7
3132,1.1858,5.9565,3.249,1
3133,1.1825,5.9484,3.254,44
3134,1.1833,5.9522,3.259,22
3135,1.1833,5.9323,3.255,3
3136,1.2,5.94,3.244,3
3137,1.2,5.94,3.244,17
3138,1.2032,5.9402,3.2749,17
3139,1.1912,5.9402,3.2749,17
3140,1.1873,5.9402,3.2749,3
3141,1.188,5.944,3.272,14
3142,1.1888,5.9518,3.2811,42
3143,1.1976,5.9516,3.2903,14
3144,1.1943,5.9352,3.2996,2
3145,1.1992,5.939,3.3089,2
3146,1.1926,5.9385,3.3197,1
3147,1.177,5.9383,3.3292,31
3148,1.177,5.9424,3.3333,18
3149,1.1777,5.9298,3.343,38
3150,1.1577,5.9378,3.3195,1645
3151,1.1417,5.9375,3.3,1645
3152,1.1345,5.9496,3.3151,1626
3153,1.1392,5.9705,3.3249,1626
3154,1.1416,6.0043,3.3605,1626
3155,1.1422,6.0172,3.3664,1613
3156,1.1429,6.0346,3.3723,30
3157,1.1435,6.0348,3.3739,41
3158,1.177,5.9383,3.3292,16
3159,1.177,5.9383,3.3292,22
3160,1.177,5.9424,3.3333,48
3161,1.1777,5.9298,3.343,8
3162,1.1577,5.9378,3.3195,15
3163,1.1417,5.9375,3.3,15
3164,1.1345,5.9496,3.3151,4
3165,1.1392,5.9705,3.3249,4
3166,1.1416,6.0043,3.3605,58
3167,1.1422,6.0172,3.3664,11656
3168,1.1429,6.0346,3.3723,2
3169,1.1435,6.0348,3.3739,9942
3170,1.156,6.1193,3.4679,42
3171,1.156,6.1193,3.4679,38
3172,1.156,6.1193,3.4679,16
3173,1.156,6.1193,3.4679,328
3174,1.156,6.1193,3.4679,80
3175,1.0392,5.7941,4.598,8
3176,1.0392,5.7549,4.598,21
3177,1.0392,5.7549,4.598,174
3178,1.0392,5.7157,4.5098,42
4586,2.0784,8.6271,5.2615,3
4587,2.0773,8.6076,5.2551,20
4588,2.0766,8.5966,5.2446,5
4589,2.0781,8.5839,5.2176,85
4590,2.08,8.5924,5.2241,9942
4591,2.0808,8.5999,5.2238,174
4592,2.0809,8.5726,5.2125,8
4593,2.0803,8.5683,5.2112,2
4594,2.0792,8.5671,5.2072,105
4595,2.0774,8.5613,5.2125,234
4596,2.0764,8.5469,5.2135,4
4597,2.0764,8.5345,5.2142,7136
4598,2.0764,8.5245,5.2135,3130
4599,2.0764,8.5102,5.2123,34
4600,2.0764,8.5003,5.2098,2
4601,2.0745,8.4876,5.2012,2125
4602,2.0779,8.4885,5.1888,1
4603,2.078,8.4791,5.1865,2
4604,2.0769,8.4856,5.19,20
4605,2.077,8.4915,5.1947,335
4606,2.0697,8.4664,5.1751,1827
4607,2.0686,8.4547,5.1792,161
4608,2.0686,8.4352,5.1786,4
4609,2.0674,8.4188,5.1757,41
4610,2.0674,8.4152,5.1758,244
4611,2.0681,8.4008,5.1739,116
4612,2.0681,8.3894,5.1739,20
4613,2.0662,8.3767,5.1703,5
4614,2.0649,8.3726,5.1696,4202
4615,2.0632,8.3733,5.168,20
4616,2.0632,8.3683,5.1674,141
4617,2.0619,8.3426,5.1593,731
4618,2.0613,8.3369,5.1587,1540
4619,2.0601,8.3112,5.1455,2493
4620,2.0595,8.2949,5.1424,3405
4621,2.0589,8.2831,5.1349,191
4622,2.059,8.2828,5.1319,744
4623,2.0596,8.2874,5.1377,215
4624,2.0591,8.2903,5.1391,2
4625,2.0598,8.2877,5.1445,51
4626,2.0605,8.2887,5.1428,1235
4627,2.0613,8.2878,5.1468,225
4628,2.0607,8.2869,5.1482,175
4629,2.0614,8.2783,5.1452,1041
4630,2.0615,8.2787,5.1467,5110
4631,2.0616,8.2636,5.143,1046
4632,2.063,8.2648,5.1472,1226
4633,2.0624,8.2592,5.1389,102
4634,2.0639,8.2343,5.133,115
4635,2.0627,8.212,5.1254,34
4636,2.0642,8.2139,5.116,20
4637,2.0636,8.2038,5.1071,7
4638,2.0637,8.2001,5.1053,266
4639,2.0638,8.2082,5.1054,4
4640,2.0638,8.2117,5.1049,742
4641,2.0633,8.2166,5.1031,6
4642,2.0634,8.2188,5.1065,27941
4643,2.0621,8.2132,5.1027,27941
4644,2.0635,8.2161,5.1054,522
4645,2.0623,8.2211,5.1056,737
4646,2.0644,8.224,5.1051,283
4647,2.0638,8.2143,5.0999,5
4648,2.0619,8.1856,5.0902,10
4649,2.0633,8.1859,5.0943,125
4650,2.0613,8.1715,5.0877,4236
4651,2.0608,8.1554,5.0774,6940
4652,2.0615,8.1541,5.078,39
4653,2.061,8.1524,5.0822,99
4654,2.061,8.1524,5.0822,1
4655,2.0624,8.1586,5.0823,67
4656,2.0625,8.1429,5.0797,212
4657,2.0632,8.145,5.0832,370
4658,2.064,8.1439,5.0833,1180
3512,7.1479,15.2302,14.4952,18136
3513,7.1515,15.2318,14.489,527
3514,7.1515,15.2318,14.489,29
3515,7.1479,15.23,14.4952,91
3516,7.1479,15.2301,14.4952,4
3517,7.1479,15.2301,14.4952,22002
3518,7.1479,15.2298,14.4952,416
3519,7.1515,15.2317,14.4889,19
3520,7.1479,15.2297,14.4951,390
3521,7.1479,15.2297,14.4952,20
3522,7.1479,15.2298,14.4952,2
3523,7.1515,15.2316,14.4889,1277
3524,7.1479,15.2297,14.4951,5
3525,7.1479,15.2297,14.4951,159
3526,7.1479,15.2296,14.495,214
3527,7.1484,15.229,14.4947,216
3528,7.1484,15.2292,14.4941,188
3529,7.1484,15.2292,14.4941,231
3530,7.148,15.229,14.4941,17
3531,7.1515,15.2316,14.4889,1197
3532,7.1516,15.2304,14.489,108
3533,7.148,15.229,14.4941,51
3534,7.1484,15.2284,14.4936,571
3535,7.148,15.2289,14.4941,1348
3536,7.1515,15.2315,14.4888,2401
3537,7.1515,15.2309,14.4887,184
3538,7.148,15.2286,14.4938,184
3540,7.1515,15.2312,14.4885,191
3541,7.1515,15.231,14.4884,745
3542,7.148,15.228,14.4937,564
3543,7.1474,15.2285,14.4938,4
3544,7.148,15.2282,14.4936,119
3545,7.1515,15.2309,14.4885,231
3546,7.148,15.2279,14.4935,44
3547,7.148,15.2279,14.4935,2
3548,7.148,15.2279,14.4935,368
3549,7.1515,15.2306,14.4884,337
3550,7.148,15.2279,14.4935,61
3551,7.148,15.2291,14.4922,6
3552,7.1443,15.2291,14.4912,3
3553,7.1498,15.2295,14.4895,85
3554,7.15,15.2321,14.4879,3
3555,7.15,15.2321,14.4879,313
3556,7.1515,15.2306,14.4884,14
3557,7.15,15.2321,14.4879,7
3558,7.15,15.2321,14.4879,2
3559,7.1515,15.2306,14.4884,2
3560,7.1499,15.2322,14.4879,723
3561,7.1499,15.2322,14.4879,303
3562,7.15,15.2326,14.489,2
3563,7.1517,15.2323,14.4914,61
3564,7.15,15.2325,14.4889,176
3565,7.1517,15.2322,14.4913,2
3566,7.1517,15.2322,14.4913,6
3567,7.1503,15.2322,14.4876,29
3568,7.1517,15.2322,14.4913,49
3569,7.1517,15.232,14.4909,4
3570,7.1517,15.232,14.4909,2129
3571,7.1516,15.2319,14.4907,2
3572,7.1515,15.2306,14.4884,4
3573,7.1515,15.2306,14.4884,27
3574,7.1515,15.2306,14.4884,17
3575,7.1516,15.2307,14.4885,195
3576,7.1514,15.2322,14.4917,21
3577,7.1517,15.2308,14.4894,20
3578,7.1517,15.232,14.4917,233
3579,7.1516,15.2307,14.4885,11
3580,7.1516,15.2306,14.4889,422
3581,7.1517,15.2321,14.4917,2
3582,7.1517,15.2308,14.4894,207
3583,7.1516,15.2308,14.4905,2
